"Id","Sales"
424,6929.41
425,5519.40
426,86.09
427,6371.65
428,6929.41
429,6577.90
430,6577.90
431,7848.05
432,6577.90
433,7848.05
434,6371.65
435,6886.80
436,6371.65
437,6886.80
438,5519.40
439,6886.80
440,6577.90
441,6886.80
442,7848.05
443,86.09
444,6577.90
445,5519.40
446,86.09
447,6371.65
448,86.09
449,7848.05
450,5519.40
451,5519.40
452,6929.41
453,6371.65
454,6577.90
455,7848.05
456,6929.41
457,7848.05
458,6886.80
459,6929.41
460,6371.65
461,7848.05
462,6371.65
463,6886.80
464,6577.90
465,5519.40
466,86.09
467,6886.80
468,5519.40
469,6929.41
470,7848.05
471,86.09
472,5519.40
473,6886.80
474,6886.80
475,6929.41
476,5519.40
477,7848.05
478,6577.90
479,6577.90
480,6886.80
481,5519.40
482,6577.90
483,6577.90
484,6929.41
485,7848.05
486,7848.05
487,6929.41
488,6577.90
489,6886.80
490,6929.41
491,5519.40
492,5519.40
493,6371.65
494,6577.90
495,6371.65
496,6577.90
497,6371.65
498,6886.80
499,7848.05
500,6886.80
501,6886.80
502,7848.05
503,6929.41
504,6577.90
505,5519.40
506,7848.05
507,6886.80
508,6371.65
509,86.09
510,6371.65
511,6371.65
512,6577.90
513,7848.05
514,6371.65
515,7848.05
516,7848.05
517,6886.80
518,7848.05
519,6886.80
520,6929.41
521,6577.90
522,6886.80
523,5519.40
524,5519.40
525,7848.05
526,6886.80
527,6577.90
528,6577.90
529,6577.90
530,5519.40
531,5519.40
532,7848.05
533,6371.65
534,86.09
535,6929.41
536,6886.80
537,7848.05
538,6371.65
539,6577.90
540,6577.90
541,5519.40
542,86.09
543,7848.05
544,6886.80
545,6371.65
546,7848.05
547,6577.90
548,6371.65
549,6371.65
550,6577.90
551,5519.40
552,5519.40
553,6371.65
554,7848.05
555,6929.41
556,7848.05
557,6577.90
558,6929.41
559,6371.65
560,86.09
561,5519.40
562,7848.05
563,5519.40
564,6371.65
565,6886.80
566,6577.90
567,6929.41
568,7848.05
569,86.09
570,6577.90
571,6886.80
572,6886.80
573,6371.65
574,5519.40
575,6577.90
576,7848.05
577,86.09
578,86.09
579,7848.05
580,6371.65
581,5519.40
582,5519.40
583,7848.05
584,6929.41
585,5519.40
586,5519.40
587,7848.05
588,7848.05
589,7848.05
590,7848.05
591,6371.65
592,6371.65
593,5519.40
594,7848.05
595,6371.65
596,7848.05
597,6371.65
598,6577.90
599,5519.40
600,5519.40
601,7848.05
602,6929.41
603,7848.05
604,7848.05
605,6371.65
606,6371.65
607,6886.80
608,6371.65
609,6371.65
610,86.09
611,6886.80
612,6577.90
613,5519.40
614,6886.80
615,6886.80
616,6577.90
617,6577.90
618,6577.90
619,6371.65
620,6886.80
621,6929.41
622,6371.65
623,86.09
624,6371.65
625,6577.90
626,86.09
627,6929.41
628,6886.80
629,6371.65
630,6577.90
631,5519.40
632,6577.90
633,6886.80
634,6577.90
635,86.09
636,6929.41
637,6929.41
638,6371.65
639,86.09
640,6886.80
641,86.09
642,5519.40
643,6929.41
644,7848.05
645,7848.05
646,5519.40
647,6371.65
648,86.09
649,86.09
650,6371.65
651,6371.65
652,5519.40
653,6371.65
654,5519.40
655,86.09
656,6577.90
657,6371.65
658,6371.65
659,6929.41
660,6371.65
661,6371.65
662,5519.40
663,6886.80
664,86.09
665,7848.05
666,6371.65
667,5519.40
668,86.09
669,6929.41
670,6577.90
671,7848.05
672,7848.05
673,6577.90
674,6371.65
675,6886.80
676,6371.65
677,6929.41
678,7848.05
679,5519.40
680,5519.40
681,6577.90
682,5519.40
683,6371.65
684,6886.80
685,6371.65
686,5519.40
687,5519.40
688,6929.41
689,6929.41
690,6929.41
691,6886.80
692,7848.05
693,6371.65
694,6371.65
695,86.09
696,5519.40
697,7848.05
698,86.09
699,5519.40
700,6371.65
701,6929.41
702,86.09
703,6371.65
704,6886.80
705,6371.65
706,7848.05
707,86.09
708,6371.65
709,7848.05
710,7848.05
711,5519.40
712,6886.80
713,7848.05
714,7848.05
715,6577.90
716,6886.80
717,6886.80
718,7848.05
719,6577.90
720,6929.41
721,6929.41
722,6371.65
723,6886.80
724,86.09
725,6886.80
726,86.09
727,6371.65
728,6371.65
729,6886.80
730,5519.40
731,86.09
732,5519.40
733,5519.40
734,6886.80
735,6886.80
736,6577.90
737,6577.90
738,86.09
739,6929.41
740,6886.80
741,6886.80
742,6577.90
743,6371.65
744,6929.41
745,5519.40
746,6886.80
747,6886.80
748,7848.05
749,6886.80
750,5519.40
751,86.09
752,6577.90
753,7848.05
754,5519.40
755,6886.80
756,6929.41
757,5519.40
758,5519.40
759,6886.80
760,6371.65
761,6929.41
762,7848.05
763,6886.80
764,86.09
765,5519.40
766,5519.40
767,6371.65
768,86.09
769,6886.80
770,6371.65
771,6577.90
772,6577.90
773,6886.80
774,6577.90
775,6929.41
776,6577.90
777,86.09
778,7848.05
779,86.09
780,7848.05
781,6886.80
782,6929.41
783,86.09
784,86.09
785,7848.05
786,6371.65
787,7848.05
788,5519.40
789,86.09
790,86.09
791,6929.41
792,6929.41
793,6371.65
794,6577.90
795,6886.80
796,7848.05
797,6371.65
798,7848.05
799,86.09
800,6929.41
801,6886.80
802,6371.65
803,6929.41
804,86.09
805,5519.40
806,6886.80
807,5519.40
808,5519.40
809,5519.40
810,6886.80
811,86.09
812,6929.41
813,6886.80
814,6886.80
815,7848.05
816,6577.90
817,6886.80
818,6371.65
819,86.09
820,6929.41
821,6886.80
822,7848.05
823,6577.90
824,7848.05
825,6371.65
826,5519.40
827,6886.80
828,6577.90
829,7848.05
830,6371.65
831,6929.41
832,7848.05
833,86.09
834,6577.90
835,6577.90
836,86.09
837,6371.65
838,5519.40
839,6886.80
840,5519.40
841,6577.90
842,6371.65
843,5519.40
844,86.09
845,5519.40
846,6886.80
847,7848.05
848,6929.41
849,6929.41
850,6886.80
851,6929.41
852,5519.40
853,5519.40
854,5519.40
855,6929.41
856,6886.80
857,5519.40
858,6371.65
859,6929.41
860,7848.05
861,86.09
862,86.09
863,6886.80
864,86.09
865,86.09
866,6577.90
867,6577.90
868,6886.80
869,6886.80
870,6577.90
871,6577.90
872,86.09
873,7848.05
874,5519.40
875,86.09
876,5519.40
877,7848.05
878,5519.40
879,6886.80
880,86.09
881,6929.41
882,6886.80
883,5519.40
884,86.09
885,7848.05
886,5519.40
887,6886.80
888,6929.41
889,5519.40
890,7848.05
891,6371.65
892,6886.80
893,6886.80
894,6371.65
895,6886.80
896,86.09
897,7848.05
898,6577.90
899,7848.05
900,6929.41
901,7848.05
902,86.09
903,6929.41
904,86.09
905,6371.65
906,6577.90
907,5519.40
908,6577.90
909,5519.40
910,7848.05
911,6929.41
912,6929.41
913,6577.90
914,6929.41
915,86.09
916,6371.65
917,6577.90
918,6886.80
919,6886.80
920,6577.90
921,86.09
922,7848.05
923,6577.90
924,6371.65
925,5519.40
926,6929.41
927,5519.40
928,6886.80
929,86.09
930,86.09
931,86.09
932,7848.05
933,6371.65
934,5519.40
935,6929.41
936,7848.05
937,6929.41
938,86.09
939,5519.40
940,86.09
941,6886.80
942,6577.90
943,5519.40
944,6886.80
945,6886.80
946,86.09
947,6371.65
948,7848.05
949,6577.90
950,6929.41
951,6371.65
952,6577.90
953,5519.40
954,7848.05
955,6886.80
956,6929.41
957,7848.05
958,86.09
959,5519.40
960,6577.90
961,86.09
962,6929.41
963,7848.05
964,6371.65
965,7848.05
966,7848.05
967,6929.41
968,86.09
969,7848.05
970,6371.65
971,5519.40
972,5519.40
973,86.09
974,6371.65
975,6371.65
976,6577.90
977,6929.41
978,86.09
979,6886.80
980,6371.65
981,6371.65
982,86.09
983,86.09
984,6371.65
985,7848.05
986,6577.90
987,5519.40
988,6886.80
989,6371.65
990,5519.40
991,7848.05
992,6371.65
993,6371.65
994,7848.05
995,6929.41
996,86.09
997,6886.80
998,7848.05
999,86.09
1000,5519.40
1001,7848.05
1002,5519.40
1003,6577.90
1004,6371.65
1005,6371.65
1006,6371.65
1007,6886.80
1008,5519.40
1009,6371.65
1010,86.09
1011,5519.40
1012,6929.41
1013,5519.40
1014,6577.90
1015,7848.05
1016,6577.90
1017,5519.40
1018,6929.41
1019,86.09
1020,6929.41
1021,6886.80
1022,6577.90
1023,7848.05
1024,86.09
1025,6577.90
1026,86.09
1027,6929.41
1028,5519.40
1029,7848.05
1030,6886.80
1031,5519.40
1032,86.09
1033,6371.65
1034,5519.40
1035,86.09
1036,86.09
1037,5519.40
1038,6886.80
1039,6929.41
1040,7848.05
1041,6371.65
1042,5519.40
1043,6886.80
1044,6929.41
1045,7848.05
1046,5519.40
1047,5519.40
1048,7848.05
1049,5519.40
1050,6371.65
1051,6929.41
1052,6929.41
1053,6577.90
1054,6929.41
1055,6577.90
1056,86.09
1057,86.09
1058,6371.65
1059,5519.40
1060,7848.05
1061,6371.65
1062,7848.05
1063,6577.90
1064,6577.90
1065,86.09
1066,86.09
1067,6577.90
1068,6886.80
1069,5519.40
1070,6929.41
1071,86.09
1072,5519.40
1073,86.09
1074,6577.90
1075,6371.65
1076,6371.65
1077,5519.40
1078,6371.65
1079,6929.41
1080,6886.80
1081,6929.41
1082,6371.65
1083,6577.90
1084,6371.65
1085,86.09
1086,7848.05
1087,6886.80
1088,6886.80
1089,86.09
1090,6371.65
1091,5519.40
1092,7848.05
1093,6577.90
1094,7848.05
1095,7848.05
1096,5519.40
1097,6886.80
1098,7848.05
1099,86.09
1100,6577.90
1101,6929.41
1102,6929.41
1103,86.09
1104,6886.80
1105,86.09
1106,7848.05
1107,7848.05
1108,86.09
1109,5519.40
1110,6577.90
1111,6886.80
1112,7848.05
1113,7848.05
1114,7848.05
1115,86.09
1116,7848.05
1117,7848.05
1118,6886.80
1119,7848.05
1120,6371.65
1121,86.09
1122,6577.90
1123,86.09
1124,7848.05
1125,7848.05
1126,86.09
1127,6371.65
1128,6886.80
1129,86.09
1130,6929.41
1131,6371.65
1132,86.09
1133,6929.41
1134,6577.90
1135,6371.65
1136,6577.90
1137,6886.80
1138,6886.80
1139,6929.41
1140,5519.40
1141,6929.41
1142,6371.65
1143,7848.05
1144,6929.41
1145,7848.05
1146,5519.40
1147,86.09
1148,6929.41
1149,6929.41
1150,86.09
1151,86.09
1152,6371.65
1153,5519.40
1154,6886.80
1155,5519.40
1156,6886.80
1157,5519.40
1158,86.09
1159,7848.05
1160,7848.05
1161,6577.90
1162,6371.65
1163,6886.80
1164,7848.05
1165,6577.90
1166,6371.65
1167,6371.65
1168,6886.80
1169,7848.05
1170,6577.90
1171,86.09
1172,6577.90
1173,5519.40
1174,6886.80
1175,6929.41
1176,6371.65
1177,6371.65
1178,6577.90
1179,6371.65
1180,86.09
1181,7848.05
1182,6886.80
1183,6371.65
1184,6886.80
1185,6886.80
1186,86.09
1187,6577.90
1188,7848.05
1189,86.09
1190,6371.65
1191,7848.05
1192,7848.05
1193,6929.41
1194,5519.40
1195,6577.90
1196,5519.40
1197,6577.90
1198,6371.65
1199,6577.90
1200,86.09
1201,6929.41
1202,6371.65
1203,6929.41
1204,6929.41
1205,6886.80
1206,86.09
1207,86.09
1208,5519.40
1209,5519.40
1210,6371.65
1211,7848.05
1212,5519.40
1213,6929.41
1214,6929.41
1215,5519.40
1216,5519.40
1217,5519.40
1218,7848.05
1219,6886.80
1220,6577.90
1221,7848.05
1222,6929.41
1223,6577.90
1224,6886.80
1225,6577.90
1226,6371.65
1227,6577.90
1228,6371.65
1229,7848.05
1230,5519.40
1231,5519.40
1232,6929.41
1233,6371.65
1234,5519.40
1235,6886.80
1236,6886.80
1237,7848.05
1238,86.09
1239,6886.80
1240,6929.41
1241,6929.41
1242,7848.05
1243,6371.65
1244,5519.40
1245,86.09
1246,6577.90
1247,6577.90
1248,6929.41
1249,86.09
1250,6886.80
1251,6371.65
1252,86.09
1253,5519.40
1254,86.09
1255,7848.05
1256,6886.80
1257,6371.65
1258,6577.90
1259,86.09
1260,6577.90
1261,5519.40
1262,5519.40
1263,86.09
1264,6929.41
1265,6886.80
1266,6577.90
1267,6886.80
1268,7848.05
1269,6886.80
1270,7848.05
1271,6886.80
1272,6577.90
1273,6371.65
1274,6371.65
1275,6886.80
1276,6577.90
1277,6371.65
1278,6929.41
1279,5519.40
1280,5519.40
1281,5519.40
1282,7848.05
1283,6929.41
1284,6929.41
1285,86.09
1286,86.09
1287,6886.80
1288,6577.90
1289,6371.65
1290,5519.40
1291,86.09
1292,6929.41
1293,6577.90
1294,6886.80
1295,6371.65
1296,86.09
1297,7848.05
1298,6929.41
1299,86.09
1300,5519.40
1301,6577.90
1302,6886.80
1303,86.09
1304,6886.80
1305,6886.80
1306,86.09
1307,6929.41
1308,5519.40
1309,6371.65
1310,6577.90
1311,6577.90
1312,6371.65
1313,6929.41
1314,5519.40
1315,86.09
1316,6886.80
1317,5519.40
1318,7848.05
1319,6886.80
1320,6577.90
1321,86.09
1322,6886.80
1323,6886.80
1324,86.09
1325,6371.65
1326,86.09
1327,6577.90
1328,7848.05
1329,6577.90
1330,6577.90
1331,6886.80
1332,86.09
1333,6929.41
1334,86.09
1335,5519.40
1336,6929.41
1337,6886.80
1338,86.09
1339,6371.65
1340,86.09
1341,7848.05
1342,6886.80
1343,6929.41
1344,6886.80
1345,5519.40
1346,6371.65
1347,5519.40
1348,86.09
1349,5519.40
1350,6371.65
1351,7848.05
1352,86.09
1353,6371.65
1354,6886.80
1355,86.09
1356,6371.65
1357,6577.90
1358,5519.40
1359,5519.40
1360,6886.80
1361,7848.05
1362,5519.40
1363,6929.41
1364,6577.90
1365,6929.41
1366,6371.65
1367,6886.80
1368,6886.80
1369,6371.65
1370,7848.05
1371,6929.41
1372,86.09
1373,6929.41
1374,86.09
1375,86.09
1376,6371.65
1377,6886.80
1378,7848.05
1379,86.09
1380,7848.05
1381,6577.90
1382,5519.40
1383,6886.80
1384,7848.05
1385,6929.41
1386,6929.41
1387,5519.40
1388,7848.05
1389,5519.40
1390,6886.80
1391,6929.41
1392,5519.40
1393,6929.41
1394,6371.65
1395,6929.41
1396,6371.65
1397,6886.80
1398,7848.05
1399,6929.41
1400,86.09
1401,6577.90
1402,7848.05
1403,6577.90
1404,6886.80
1405,7848.05
1406,6577.90
1407,86.09
1408,7848.05
1409,6577.90
1410,5519.40
1411,6577.90
1412,5519.40
1413,6577.90
1414,6886.80
1415,6929.41
1416,6929.41
1417,6577.90
1418,6371.65
1419,6929.41
1420,6577.90
1421,86.09
1422,86.09
1423,86.09
1424,6371.65
1425,7848.05
1426,5519.40
1427,6371.65
1428,6371.65
1429,86.09
1430,6886.80
1431,6886.80
1432,7848.05
1433,6577.90
1434,7848.05
1435,86.09
1436,86.09
1437,6929.41
1438,6371.65
1439,86.09
1440,6577.90
1441,86.09
1442,6929.41
1443,7848.05
1444,6371.65
1445,6929.41
1446,86.09
1447,6929.41
1448,7848.05
1449,6886.80
1450,6886.80
1451,86.09
1452,5519.40
1453,86.09
1454,6577.90
1455,6577.90
1456,7848.05
1457,86.09
1458,6929.41
1459,7848.05
1460,7848.05
1461,5519.40
1462,7848.05
1463,6886.80
1464,6371.65
1465,6371.65
1466,6929.41
1467,6577.90
1468,6886.80
1469,7848.05
1470,6371.65
1471,86.09
1472,6371.65
1473,6577.90
1474,6371.65
1475,6886.80
1476,7848.05
1477,6886.80
1478,6886.80
1479,86.09
1480,6929.41
1481,5519.40
1482,6929.41
1483,7848.05
1484,86.09
1485,5519.40
1486,6929.41
1487,6886.80
1488,6886.80
1489,6886.80
1490,5519.40
1491,6577.90
1492,5519.40
1493,6371.65
1494,6929.41
1495,6929.41
1496,5519.40
1497,6371.65
1498,7848.05
1499,86.09
1500,6929.41
1501,6886.80
1502,5519.40
1503,86.09
1504,5519.40
1505,5519.40
1506,6929.41
1507,6371.65
1508,6886.80
1509,6577.90
1510,6929.41
1511,5519.40
1512,7848.05
1513,6886.80
1514,7848.05
1515,6929.41
1516,86.09
1517,86.09
1518,6371.65
1519,86.09
1520,86.09
1521,6371.65
1522,86.09
1523,6886.80
1524,5519.40
1525,7848.05
1526,5519.40
1527,6577.90
1528,86.09
1529,7848.05
1530,7848.05
1531,7848.05
1532,6929.41
1533,6371.65
1534,7848.05
1535,6929.41
1536,6886.80
1537,6371.65
1538,6577.90
1539,7848.05
1540,6371.65
1541,6577.90
1542,5519.40
1543,6886.80
1544,86.09
1545,6577.90
1546,86.09
1547,6371.65
1548,7848.05
1549,6886.80
1550,6886.80
1551,7848.05
1552,6886.80
1553,86.09
1554,86.09
1555,6886.80
1556,86.09
1557,6886.80
1558,86.09
1559,6577.90
1560,6371.65
1561,6577.90
1562,6577.90
1563,7848.05
1564,6577.90
1565,86.09
1566,7848.05
1567,86.09
1568,86.09
1569,6929.41
1570,6886.80
1571,6577.90
1572,6886.80
1573,6577.90
1574,6929.41
1575,7848.05
1576,86.09
1577,6371.65
1578,6929.41
1579,5519.40
1580,5519.40
1581,6371.65
1582,5519.40
1583,5519.40
1584,6886.80
1585,86.09
1586,6929.41
1587,7848.05
1588,7848.05
1589,86.09
1590,7848.05
1591,6929.41
1592,5519.40
1593,7848.05
1594,86.09
1595,6577.90
1596,7848.05
1597,6371.65
1598,86.09
1599,6929.41
1600,6929.41
1601,6371.65
1602,6371.65
1603,6577.90
1604,6577.90
1605,6577.90
1606,86.09
1607,6577.90
1608,6577.90
1609,6371.65
1610,7848.05
1611,6929.41
1612,6886.80
1613,7848.05
1614,7848.05
1615,5519.40
1616,6886.80
1617,6886.80
1618,5519.40
1619,86.09
1620,6371.65
1621,86.09
1622,6577.90
1623,7848.05
1624,6577.90
1625,5519.40
1626,5519.40
1627,7848.05
1628,6371.65
1629,86.09
1630,5519.40
1631,86.09
1632,6577.90
1633,6371.65
1634,6577.90
1635,6577.90
1636,6577.90
1637,6886.80
1638,6929.41
1639,86.09
1640,5519.40
1641,5519.40
1642,5519.40
1643,6886.80
1644,7848.05
1645,86.09
1646,6371.65
1647,5519.40
1648,6577.90
1649,7848.05
1650,5519.40
1651,6886.80
1652,86.09
1653,86.09
1654,6886.80
1655,86.09
1656,6886.80
1657,6929.41
1658,6577.90
1659,86.09
1660,6577.90
1661,7848.05
1662,5519.40
1663,6886.80
1664,7848.05
1665,6577.90
1666,6577.90
1667,86.09
1668,6371.65
1669,86.09
1670,6929.41
1671,5519.40
1672,5519.40
1673,6886.80
1674,7848.05
1675,6577.90
1676,5519.40
1677,6929.41
1678,6577.90
1679,6929.41
1680,5519.40
1681,6577.90
1682,6929.41
1683,7848.05
1684,6577.90
1685,5519.40
1686,86.09
1687,6886.80
1688,6929.41
1689,86.09
1690,5519.40
1691,6371.65
1692,5519.40
1693,6577.90
1694,6577.90
1695,6371.65
1696,7848.05
1697,7848.05
1698,6886.80
1699,6929.41
1700,5519.40
1701,86.09
1702,6886.80
1703,5519.40
1704,6929.41
1705,6371.65
1706,7848.05
1707,6929.41
1708,86.09
1709,5519.40
1710,86.09
1711,7848.05
1712,6886.80
1713,6371.65
1714,5519.40
1715,6577.90
1716,5519.40
1717,6371.65
1718,6577.90
1719,7848.05
1720,6929.41
1721,6929.41
1722,6577.90
1723,6577.90
1724,7848.05
1725,6577.90
1726,7848.05
1727,6886.80
1728,86.09
1729,6886.80
1730,86.09
1731,6371.65
1732,6886.80
1733,6886.80
1734,5519.40
1735,5519.40
1736,86.09
1737,6886.80
1738,5519.40
1739,86.09
1740,6929.41
1741,6371.65
1742,6577.90
1743,6886.80
1744,6929.41
1745,6929.41
1746,86.09
1747,6371.65
1748,86.09
1749,6371.65
1750,7848.05
1751,6886.80
1752,7848.05
1753,6929.41
1754,6577.90
1755,7848.05
1756,6929.41
1757,5519.40
1758,86.09
1759,86.09
1760,6577.90
1761,6371.65
1762,5519.40
1763,6371.65
1764,7848.05
1765,5519.40
1766,86.09
1767,6929.41
1768,5519.40
1769,5519.40
1770,5519.40
1771,86.09
1772,6886.80
1773,6371.65
1774,6886.80
1775,6577.90
1776,6371.65
1777,6371.65
1778,7848.05
1779,5519.40
1780,6371.65
1781,6577.90
1782,5519.40
1783,5519.40
1784,5519.40
1785,7848.05
1786,6577.90
1787,6886.80
1788,5519.40
1789,6577.90
1790,5519.40
1791,6371.65
1792,6371.65
1793,6577.90
1794,6929.41
1795,6886.80
1796,86.09
1797,7848.05
1798,6577.90
1799,5519.40
1800,6371.65
1801,86.09
1802,7848.05
1803,5519.40
1804,5519.40
1805,6929.41
1806,86.09
1807,6577.90
1808,6577.90
1809,7848.05
1810,6929.41
1811,6886.80
1812,6886.80
1813,5519.40
1814,6577.90
1815,7848.05
1816,6886.80
1817,6577.90
1818,6577.90
1819,7848.05
1820,6929.41
1821,86.09
1822,7848.05
1823,5519.40
1824,6886.80
1825,5519.40
1826,5519.40
1827,7848.05
1828,86.09
1829,7848.05
1830,86.09
1831,6371.65
1832,6886.80
1833,6577.90
1834,6929.41
1835,6886.80
1836,7848.05
1837,86.09
1838,5519.40
1839,5519.40
1840,6886.80
1841,6371.65
1842,6929.41
1843,6577.90
1844,86.09
1845,7848.05
1846,6371.65
1847,6371.65
1848,7848.05
1849,6371.65
1850,6371.65
1851,6929.41
1852,6929.41
1853,6577.90
1854,7848.05
1855,86.09
1856,6371.65
1857,6886.80
1858,5519.40
1859,86.09
1860,86.09
1861,5519.40
1862,86.09
1863,7848.05
1864,7848.05
1865,7848.05
1866,6371.65
1867,6577.90
1868,7848.05
1869,6929.41
1870,7848.05
1871,86.09
1872,6886.80
1873,6371.65
1874,6929.41
1875,6371.65
1876,6929.41
1877,7848.05
1878,6577.90
1879,86.09
1880,6886.80
1881,86.09
1882,6886.80
1883,6577.90
1884,6886.80
1885,6886.80
1886,6886.80
1887,6886.80
1888,6371.65
1889,86.09
1890,86.09
1891,6886.80
1892,7848.05
1893,7848.05
1894,6886.80
1895,6577.90
1896,6886.80
1897,6929.41
1898,6929.41
1899,7848.05
1900,5519.40
1901,5519.40
1902,6886.80
1903,86.09
1904,7848.05
1905,6886.80
1906,6929.41
1907,5519.40
